This file is created using OBDScope v1.71
31.10.2013
www.obdscope.com

;;0x04;0x05;0x06;0x07;0x0b;0x0b;0x0c;0x0d;0x0d;0x0e;0x0f;0x10;0x11;0x15;0x21;0x24;0x24;0x24;0x439;0x438;0x437;0x437;0x437;0x442;0x442;0x443;0x470
Cycle;Timestamp;Calculated Load (%);Engine Coolant Temperature (°C);Short Term Fuel Trim B1 (%);Long Term Fuel Trim B1 (%);Intake Manifold Pressure (kPa(a));Intake Manifold Pressure (bar(g));Engine RPM (1/min);Vehicle Speed (km/h);Vehicle Speed (m/s);Timing advance (°);Intake Air Temperature (°C);Air Flow Rate (g/s);Absolute Throttle Position (%);O2 Sensor B1S2 (V);Distance with MIL (km);O2 Sensor (L/WB) B1S1 (V);O2 Sensor (L/WB) B1S1 (EqR);O2 Sensor (L/WB) B1S1 (lambda);Fuel System (0=Closed 1=Cold(O) 2=Load(O) 3=Fail(O) -1=Fail(C);OBD Port Voltage (V);Momentary Fuel Economy (l/100km);Momentary Fuel Economy (km/l);Momentary Fuel Economy (l/h);Engine power (hp);Engine power (kW);Engine torque (Nm);AFR B1S1
266;08:35:12.0;5.09804;70;-3.906;-1.5624;26;-0.75325;1975;16;4.44444;37;19;6.22;13.3333;0.88;0;1.98694;1.02889;0.971924;0;13.5;13.2283;7.55955;2.11653;6.9206;5.0901;24.9519;14.4824
267;08:35:13.0;5.09804;70;-15.624;-0.7812;35;-0.66325;1646.75;12;3.33333;37;19;6.22;13.3333;0.88;0;1.98694;1.02889;0.971924;0;13.5;17.6377;5.66966;2.11653;6.9206;5.0901;29.9256;14.4824
268;08:35:14.0;5.09804;70;-15.624;-0.7812;35;-0.66325;1646.75;12;3.33333;31;19;12.43;12.549;0.88;0;1.98694;1.02889;0.971924;0;13.5;35.2471;2.83711;4.22965;13.8301;10.172;59.8031;14.4824
269;08:35:15.0;5.09804;70;-15.624;-0.7812;35;-0.66325;1646.75;12;3.33333;31;19;12.43;12.549;0.14;0;1.1261;1.18079;0.846893;0;13.4;35.2471;2.83711;4.22965;13.8301;10.172;59.8031;14.4824
270;08:35:16.0;6.27451;71;-10.9368;-0.7812;35;-0.66325;1646.75;12;3.33333;31;19;12.43;12.549;0.14;0;1.1261;1.18079;0.846893;0;13.4;35.2471;2.83711;4.22965;13.8301;10.172;59.8031;12.0622
271;08:35:17.0;6.27451;71;-10.9368;-0.7812;51;-0.50325;1262.5;16;4.44444;20;18;12.43;12.549;0.14;0;1.1261;1.18079;0.846893;0;13.4;26.4353;3.78282;4.22965;13.8301;10.172;78.0045;12.0622
272;08:35:18.0;6.27451;71;-10.9368;-0.7812;51;-0.50325;1262.5;16;4.44444;20;18;3.86;11.7647;0.805;0;1.1261;1.18079;0.846893;0;13.4;8.2092;12.1815;1.31347;4.29478;3.15881;24.2234;12.0622
273;08:35:19.0;6.27451;71;-10.9368;-0.7812;51;-0.50325;1262.5;16;4.44444;20;18;3.86;11.7647;0.805;0;1.88184;1.04161;0.960052;0;13.4;8.2092;12.1815;1.31347;4.29478;3.15881;24.2234;13.993
274;08:35:20.0;2.7451;71;-10.9368;-1.5624;45;-0.56325;1262.5;16;4.44444;20;18;3.86;11.7647;0.805;0;1.88184;1.04161;0.960052;0;13.4;8.2092;12.1815;1.31347;4.29478;3.15881;24.2234;13.993
275;08:35:21.0;2.7451;71;-10.9368;-1.5624;45;-0.56325;859.25;12;3.33333;20;18;3.86;11.7647;0.805;0;1.88184;1.04161;0.960052;0;13.4;10.9456;9.13609;1.31347;4.29478;3.15881;35.5916;13.993
276;08:35:22.0;2.7451;71;-10.9368;-1.5624;45;-0.56325;859.25;12;3.33333;20;18;7.04;14.1176;0.8;0;2.01697;1.02291;0.9776;0;13.4;19.963;5.00928;2.39556;7.83296;5.76114;64.9132;13.993
277;08:35:23.0;3.13725;71;-10.9368;-1.5624;45;-0.56325;859.25;12;3.33333;20;18;7.04;14.1176;0.8;0;2.01697;1.02291;0.9776;0;13.3;19.963;5.00928;2.39556;7.83296;5.76114;64.9132;14.4726
278;08:35:24.0;3.13725;71;-3.906;-2.3436;51;-0.50325;615.5;12;3.33333;20;18;7.04;14.1176;0.8;0;2.01697;1.02291;0.9776;0;13.3;19.963;5.00928;2.39556;7.83296;5.76114;64.9132;14.4726
279;08:35:25.0;3.13725;71;-3.906;-2.3436;51;-0.50325;615.5;8;2.22222;14;19;5.03;14.5098;0.8;0;2.01697;1.02291;0.9776;0;13.3;21.395;4.674;1.7116;5.59656;4.11627;64.747;14.4726
280;08:35:26.0;3.13725;71;-3.906;-2.3436;51;-0.50325;615.5;8;2.22222;14;19;5.03;14.5098;0.785;0;2.34729;0.9391;1.06485;0;13.2;21.395;4.674;1.7116;5.59656;4.11627;64.747;14.4726
281;08:35:27.0;6.27451;71;4.6872;-2.3436;51;-0.50325;615.5;8;2.22222;14;19;5.03;14.5098;0.785;0;2.34729;0.9391;1.06485;0;13.2;21.395;4.674;1.7116;5.59656;4.11627;64.747;14.1787
282;08:35:28.0;6.27451;71;4.6872;-1.5624;63;-0.38325;1028;14;3.88889;24;19;5.03;14.5098;0.785;0;2.34729;0.9391;1.06485;0;13.2;12.2257;8.17949;1.7116;5.59656;4.11627;38.7663;14.1787
283;08:35:29.0;6.27451;71;4.6872;-1.5624;63;-0.38325;1028;14;3.88889;24;19;8.59;14.5098;0.835;0;2.34729;0.9391;1.06485;0;13.2;20.8785;4.78962;2.92299;9.55754;7.02957;66.2034;14.1787
284;08:35:30.0;7.45098;71;4.6872;-1.5624;63;-0.38325;1028;14;3.88889;24;19;8.59;14.5098;0.835;0;2.11206;1.00685;0.993195;0;13.3;20.8785;4.78962;2.92299;9.55754;7.02957;66.2034;14.8382
285;08:35:31.0;7.45098;71;-0.7812;-0.7812;46;-0.55325;1028;14;3.88889;24;19;8.59;14.5098;0.835;0;2.11206;1.00685;0.993195;0;13.3;20.8785;4.78962;2.92299;9.55754;7.02957;66.2034;14.8382
286;08:35:32.0;7.45098;71;-0.7812;-0.7812;46;-0.55325;1459.25;18;5;32;18;9.27;14.5098;0.835;0;2.11206;1.00685;0.993195;0;13.3;17.5243;5.70636;3.15438;10.3141;7.58605;50.3304;14.8382
287;08:35:33.0;7.45098;71;-0.7812;-0.7812;46;-0.55325;1459.25;18;5;32;18;9.27;15.2941;0.77;0;2.17712;0.992128;1.00793;0;13.3;17.5243;5.70636;3.15438;10.3141;7.58605;50.3304;14.8382
288;08:35:34.0;8.23529;72;-0.7812;-0.7812;46;-0.55325;1459.25;18;5;32;18;9.27;15.2941;0.77;0;2.17712;0.992128;1.00793;0;13.5;17.5243;5.70636;3.15438;10.3141;7.58605;50.3304;14.6722
289;08:35:35.0;8.23529;72;0.7812;-0.7812;30;-0.71325;1718.75;18;5;32;18;9.27;15.2941;0.77;0;2.17712;0.992128;1.00793;0;13.5;17.5243;5.70636;3.15438;10.3141;7.58605;50.3304;14.6722
290;08:35:36.0;8.23529;72;0.7812;-0.7812;30;-0.71325;1718.75;24;6.66667;35;18;5.88;13.3333;0.77;0;2.17712;0.992128;1.00793;0;13.5;8.33681;11.995;2.00083;6.5423;4.81186;27.1047;14.6722
291;08:35:37.0;8.23529;72;0.7812;-0.7812;30;-0.71325;1718.75;24;6.66667;35;18;5.88;13.3333;0.89;0;1.78174;1.06635;0.937775;0;13.5;8.33681;11.995;2.00083;6.5423;4.81186;27.1047;14.6722
292;08:35:38.0;4.70588;73;-13.2804;-0.7812;30;-0.71325;1718.75;24;6.66667;35;18;5.88;13.3333;0.89;0;1.78174;1.06635;0.937775;0;13.5;8.33681;11.995;2.00083;6.5423;4.81186;27.1047;14.0266
293;08:35:39.0;4.70588;73;-13.2804;-2.3436;22;-0.79325;1525;20;5.55556;17;18;5.88;13.3333;0.89;0;1.78174;1.06635;0.937775;0;13.5;10.0042;9.99583;2.00083;6.5423;4.81186;30.5483;14.0266
294;08:35:40.0;4.70588;73;-13.2804;-2.3436;22;-0.79325;1525;20;5.55556;17;18;3.76;12.1569;0.86;0;1.78174;1.06635;0.937775;0;13.5;6.39722;15.6318;1.27944;4.18351;3.07697;19.5343;14.0266
295;08:35:41.0;2.35294;73;-13.2804;-2.3436;22;-0.79325;1525;20;5.55556;17;18;3.76;12.1569;0.86;0;3.26819;0.716162;1.39633;2;13.3;6.39722;15.6318;1.27944;4.18351;3.07697;19.5343;22.0482
296;08:35:42.0;2.35294;74;0;-2.3436;36;-0.65325;1525;20;5.55556;17;18;3.76;12.1569;0.86;0;3.26819;0.716162;1.39633;2;13.3;6.39722;15.6318;1.27944;4.18351;3.07697;19.5343;22.0482
297;08:35:43.0;2.35294;74;0;-2.3436;36;-0.65325;856.25;12;3.33333;18;18;4.18;12.1569;0.86;0;3.26819;0.716162;1.39633;2;13.3;11.853;8.43667;1.42236;4.65082;3.42068;38.6773;22.0482
298;08:35:44.0;2.35294;74;0;-2.3436;36;-0.65325;856.25;12;3.33333;18;18;4.18;11.7647;0.085;0;2.07703;1.01089;0.989227;2;13.3;11.853;8.43667;1.42236;4.65082;3.42068;38.6773;22.0482
299;08:35:45.0;3.13725;74;0;-2.3436;36;-0.65325;856.25;12;3.33333;18;18;4.18;11.7647;0.085;0;2.07703;1.01089;0.989227;2;13.4;11.853;8.43667;1.42236;4.65082;3.42068;38.6773;14.4842
300;08:35:46.0;3.13725;74;0.7812;-2.3436;39;-0.62325;765.5;6;1.66667;18;18;4.18;11.7647;0.085;0;2.07703;1.01089;0.989227;2;13.4;23.706;4.21834;1.42236;4.65082;3.42068;43.2624;14.4842
301;08:35:47.0;3.13725;74;0.7812;-2.3436;39;-0.62325;765.5;6;1.66667;18;19;4.34;14.902;0.21;0;2.07703;1.01089;0.989227;2;13.4;24.6134;4.06282;1.47681;4.82884;3.55161;44.9184;14.4842
302;08:35:48.0;3.13725;74;0.7812;-2.3436;39;-0.62325;765.5;6;1.66667;18;19;4.34;14.902;0.21;0;1.97192;1.05418;0.948608;0;13.5;24.6134;4.06282;1.47681;4.82884;3.55161;44.9184;15.5959
303;08:35:49.0;12.549;74;0.7812;-1.5624;49;-0.52325;765.5;6;1.66667;18;19;4.34;14.902;0.21;0;1.97192;1.05418;0.948608;0;13.5;24.6134;4.06282;1.47681;4.82884;3.55161;44.9184;15.5959
304;08:35:50.0;12.549;74;0.7812;-1.5624;49;-0.52325;1971.75;14;3.88889;20;18;4.34;14.902;0.21;0;1.97192;1.05418;0.948608;0;13.5;10.5486;9.47992;1.47681;4.82884;3.55161;17.4388;15.5959
305;08:35:51.0;12.549;74;0.7812;-1.5624;49;-0.52325;1971.75;14;3.88889;20;18;13.04;19.2157;0.8;0;1.97192;1.05418;0.948608;0;13.5;31.6944;3.15513;4.43722;14.5088;10.6712;52.3969;15.5959
306;08:35:52.0;6.27451;74;0.7812;-1.5624;49;-0.52325;1971.75;14;3.88889;20;18;13.04;19.2157;0.8;0;2.10205;1.00325;0.996765;0;13.4;31.6944;3.15513;4.43722;14.5088;10.6712;52.3969;13.6781
307;08:35:53.0;6.27451;74;-8.5932;-0.7812;28;-0.73325;1528;14;3.88889;20;18;13.04;19.2157;0.8;0;2.10205;1.00325;0.996765;0;13.4;31.6944;3.15513;4.43722;14.5088;10.6712;52.3969;13.6781
308;08:35:54.0;6.27451;74;-8.5932;-0.7812;28;-0.73325;1528;20;5.55556;17;18;5.06;19.2157;0.8;0;2.10205;1.00325;0.996765;0;13.4;8.60903;11.6157;1.72181;5.62994;4.14082;26.2366;13.6781
309;08:35:55.0;6.27451;74;-8.5932;-0.7812;28;-0.73325;1528;20;5.55556;17;18;5.06;13.3333;0.88;0;2.14709;1.00199;0.998016;0;13.4;8.60903;11.6157;1.72181;5.62994;4.14082;26.2366;13.6781
310;08:35:56.0;5.09804;74;-7.0308;-0.7812;28;-0.73325;1528;20;5.55556;17;18;5.06;13.3333;0.88;0;2.14709;1.00199;0.998016;0;13.4;8.60903;11.6157;1.72181;5.62994;4.14082;26.2366;15.1984
311;08:35:57.0;5.09804;74;-7.0308;-0.7812;35;-0.66325;1378;18;5;17;18;5.06;13.3333;0.88;0;2.14709;1.00199;0.998016;0;13.4;9.56559;10.4541;1.72181;5.62994;4.14082;29.0925;15.1984
312;08:35:58.0;5.09804;74;-7.0308;-0.7812;35;-0.66325;1378;18;5;32;18;7.68;14.902;0.68;0;2.14709;1.00199;0.998016;0;13.4;14.5185;6.88775;2.61333;8.54505;6.28488;44.1562;15.1984
313;08:35:59.0;5.09804;74;-7.0308;-0.7812;35;-0.66325;1378;18;5;32;18;7.68;14.902;0.68;0;2.27722;0.953917;1.04831;0;13.4;14.5185;6.88775;2.61333;8.54505;6.28488;44.1562;15.2074
314;08:36:00.0;16.4706;75;3.1248;-1.5624;69;-0.32325;1378;18;5;32;18;7.68;14.902;0.68;0;2.27722;0.953917;1.04831;0;13.4;14.5185;6.88775;2.61333;8.54505;6.28488;44.1562;15.2074
315;08:36:01.0;16.4706;75;3.1248;-1.5624;69;-0.32325;2015.5;26;7.22222;29;17;7.68;14.902;0.68;0;2.27722;0.953917;1.04831;0;13.4;10.0513;9.94898;2.61333;8.54505;6.28488;30.1897;15.2074
316;08:36:02.0;16.4706;75;3.1248;-1.5624;69;-0.32325;2015.5;26;7.22222;29;17;10.96;12.9412;0.91;0;3.078;0.790524;1.26498;0;13.4;14.344;6.97155;3.72945;12.1945;8.96905;43.0832;15.2074
317;08:36:03.0;22.3529;75;3.1248;-1.5624;69;-0.32325;2015.5;26;7.22222;29;17;10.96;12.9412;0.91;0;3.078;0.790524;1.26498;2;13.3;14.344;6.97155;3.72945;12.1945;8.96905;43.0832;14.6255
318;08:36:04.0;22.3529;75;1.5624;1.5624;68;-0.33325;1931.25;26;7.22222;29;17;10.96;12.9412;0.91;0;3.078;0.790524;1.26498;2;13.3;14.344;6.97155;3.72945;12.1945;8.96905;43.0832;14.6255
319;08:36:05.0;22.3529;75;1.5624;1.5624;68;-0.33325;1931.25;36;10;36;17;6.97;12.549;0.91;0;3.078;0.790524;1.26498;2;13.3;6.58816;15.1788;2.37174;7.75507;5.70386;28.594;14.6255
320;08:36:06.0;22.3529;75;1.5624;1.5624;68;-0.33325;1931.25;36;10;36;17;6.97;12.549;0.925;0;1.64661;1.0934;0.914581;2;13.5;6.58816;15.1788;2.37174;7.75507;5.70386;28.594;14.6255
321;08:36:07.0;3.52941;76;0;1.5624;68;-0.33325;1931.25;36;10;36;17;6.97;12.549;0.925;0;1.64661;1.0934;0.914581;2;13.5;6.58816;15.1788;2.37174;7.75507;5.70386;28.594;13.7158
322;08:36:08.0;3.52941;76;0;-0.7812;21;-0.80325;1621.75;32;8.88889;33;17;6.97;12.549;0.925;0;1.64661;1.0934;0.914581;2;13.5;7.41168;13.4922;2.37174;7.75507;5.70386;34.0509;13.7158
323;08:36:09.0;3.52941;76;0;-0.7812;21;-0.80325;1621.75;32;8.88889;33;17;3.72;12.1569;0.01;0;1.64661;1.0934;0.914581;2;13.5;3.95573;25.2798;1.26583;4.13901;3.04424;18.1735;13.7158
324;08:36:10.0;2.35294;76;0;-0.7812;21;-0.80325;1621.75;32;8.88889;33;17;3.72;12.1569;0.01;0;5.11499;0.66668;1.49997;2;13.5;3.95573;25.2798;1.26583;4.13901;3.04424;18.1735;22.0496
325;08:36:11.0;2.35294;77;0;-2.3436;41;-0.60325;1621.75;32;8.88889;33;17;3.72;12.1569;0.01;0;5.11499;0.66668;1.49997;2;13.5;3.95573;25.2798;1.26583;4.13901;3.04424;18.1735;22.0496
326;08:36:12.0;2.35294;77;0;-2.3436;41;-0.60325;693.75;12;3.33333;9;17;4.66;12.1569;0.01;0;5.11499;0.66668;1.49997;2;13.5;13.2141;7.56766;1.58569;5.18488;3.81348;53.2185;22.0496
327;08:36:13.0;2.35294;77;0;-2.3436;41;-0.60325;693.75;12;3.33333;9;17;4.66;12.1569;0.08;0;2.02698;1.0191;0.981262;2;13.5;13.2141;7.56766;1.58569;5.18488;3.81348;53.2185;22.0496
328;08:36:14.0;5.88235;77;0;-2.3436;41;-0.60325;693.75;12;3.33333;9;17;4.66;12.1569;0.08;0;2.02698;1.0191;0.981262;2;13.3;13.2141;7.56766;1.58569;5.18488;3.81348;53.2185;14.6184
329;08:36:15.0;5.88235;77;-0.7812;-2.3436;27;-0.74325;968.75;0;0;9;17;4.66;12.1569;0.08;0;2.02698;1.0191;0.981262;2;13.3;;;1.58569;5.18488;3.81348;38.1113;14.6184
330;08:36:16.0;5.88235;77;-0.7812;-2.3436;27;-0.74325;968.75;0;0;18;17;4.46;12.1569;0.08;0;2.02698;1.0191;0.981262;2;13.3;;;1.51764;4.96236;3.64981;36.4757;14.6184
331;08:36:17.0;5.88235;77;-0.7812;-2.3436;27;-0.74325;968.75;0;0;18;17;4.46;12.1569;0.14;0;1.6366;1.10561;0.90448;0;13.4;;;1.51764;4.96236;3.64981;36.4757;14.3106
332;08:36:18.0;3.13725;77;-1.5624;-1.5624;27;-0.74325;968.75;0;0;18;17;4.46;12.1569;0.14;0;1.6366;1.10561;0.90448;0;13.4;;;1.51764;4.96236;3.64981;36.4757;14.3106
333;08:36:19.0;3.13725;77;-1.5624;-1.5624;53;-0.48325;921.75;0;0;21;17;4.46;12.1569;0.14;0;1.6366;1.10561;0.90448;0;13.4;;;1.51764;4.96236;3.64981;38.3355;14.3106
334;08:36:20.0;3.13725;77;-1.5624;-1.5624;53;-0.48325;921.75;0;0;21;17;17.22;26.6667;0.82;0;1.6366;1.10561;0.90448;0;13.4;;;5.85958;19.1596;14.0919;148.013;14.3106
335;08:36:21.0;18.8235;77;-1.5624;-1.5624;53;-0.48325;921.75;0;0;21;17;17.22;26.6667;0.82;0;1.98193;1.02135;0.979095;0;13.4;;;5.85958;19.1596;14.0919;148.013;13.9324
336;08:36:22.0;18.8235;77;-13.2804;-1.5624;92;-0.09325;1493.75;0;0;21;17;17.22;26.6667;0.82;0;1.98193;1.02135;0.979095;0;13.4;;;5.85958;19.1596;14.0919;148.013;13.9324
337;08:36:23.0;18.8235;77;-13.2804;-1.5624;92;-0.09325;1493.75;20;5.55556;13;17;33.97;26.6667;0.82;0;1.98193;1.02135;0.979095;0;13.4;57.7962;1.73022;11.5592;37.7963;27.7991;180.176;13.9324
338;08:36:24.0;18.8235;77;-13.2804;-1.5624;92;-0.09325;1493.75;20;5.55556;13;17;33.97;43.5294;0.88;0;1.41638;1.14437;0.87384;0;13.3;57.7962;1.73022;11.5592;37.7963;27.7991;180.176;13.9324
339;08:36:25.0;22.3529;77;-10.1556;-1.5624;92;-0.09325;1493.75;20;5.55556;13;17;33.97;43.5294;0.88;0;1.41638;1.14437;0.87384;0;13.3;57.7962;1.73022;11.5592;37.7963;27.7991;180.176;13.9324
340;08:36:26.0;22.3529;77;-10.1556;3.1248;50;-0.51325;2725;36;10;13;17;33.97;43.5294;0.88;0;1.41638;1.14437;0.87384;0;13.3;32.109;3.11439;11.5592;37.7963;27.7991;98.7663;13.9324
341;08:36:27.0;22.3529;77;-10.1556;3.1248;50;-0.51325;2725;36;10;43;17;7.48;14.1176;0.88;0;1.41638;1.14437;0.87384;0;13.3;7.07022;14.1438;2.54528;8.32252;6.12121;21.7478;13.9324
342;08:36:28.0;22.3529;77;-10.1556;3.1248;50;-0.51325;2725;36;10;43;17;7.48;14.1176;0.88;0;2.55249;0.872232;1.14648;0;13.5;7.07022;14.1438;2.54528;8.32252;6.12121;21.7478;14.3187
343;08:36:29.0;5.4902;78;0;-1.5624;50;-0.51325;2725;36;10;43;17;7.48;14.1176;0.88;0;2.55249;0.872232;1.14648;0;13.5;7.07022;14.1438;2.54528;8.32252;6.12121;21.7478;14.3187
344;08:36:30.0;5.4902;78;0;-1.5624;21;-0.80325;1900;26;7.22222;34;17;7.48;14.1176;0.88;0;2.55249;0.872232;1.14648;0;13.5;9.78953;10.215;2.54528;8.32252;6.12121;31.1909;14.3187
345;08:36:31.0;5.4902;78;0;-1.5624;21;-0.80325;1900;26;7.22222;34;17;3.57;11.7647;0.005;0;4.84973;0.66668;1.49997;0;13.5;4.67228;21.4028;1.21479;3.97211;2.92149;14.8866;14.3187
346;08:36:32.0;18.8235;79;0;-1.5624;21;-0.80325;1900;26;7.22222;34;17;3.57;11.7647;0.005;0;4.84973;0.66668;1.49997;2;13.6;4.67228;21.4028;1.21479;3.97211;2.92149;14.8866;16.1181
347;08:36:33.0;18.8235;79;0;2.3436;95;-0.06325;1934.25;26;7.22222;34;17;3.57;11.7647;0.005;0;4.84973;0.66668;1.49997;2;13.6;4.67228;21.4028;1.21479;3.97211;2.92149;14.8866;16.1181
348;08:36:34.0;18.8235;79;0;2.3436;95;-0.06325;1934.25;26;7.22222;18;17;31.11;21.5686;0.005;0;4.84973;0.66668;1.49997;2;13.6;40.7156;2.45606;10.586;34.6141;25.4587;127.429;16.1181
349;08:36:35.0;18.8235;79;0;2.3436;95;-0.06325;1934.25;26;7.22222;18;17;31.11;21.5686;0.865;0;1.57654;1.11176;0.899475;0;13.4;40.7156;2.45606;10.586;34.6141;25.4587;127.429;16.1181
350;08:36:36.0;5.09804;80;0;2.3436;95;-0.06325;1934.25;26;7.22222;18;17;31.11;21.5686;0.865;0;1.57654;1.11176;0.899475;0;13.4;40.7156;2.45606;10.586;34.6141;25.4587;127.429;16.1181
351;08:36:37.0;5.09804;80;0;-1.5624;21;-0.80325;1950;26;7.22222;18;17;31.11;21.5686;0.865;0;1.57654;1.11176;0.899475;0;13.4;40.7156;2.45606;10.586;34.6141;25.4587;126.399;16.1181
352;08:36:38.0;5.09804;80;0;-1.5624;21;-0.80325;1950;26;7.22222;34;16;3.31;11.7647;0.01;0;1.57654;1.11176;0.899475;0;13.4;4.332;23.084;1.12632;3.68283;2.70872;13.4485;16.1181
353;08:36:39.0;5.09804;80;0;-1.5624;21;-0.80325;1950;26;7.22222;34;16;3.31;11.7647;0.01;0;5.10999;0.66668;1.49997;2;13.3;4.332;23.084;1.12632;3.68283;2.70872;13.4485;16.5519
354;08:36:40.0;14.5098;80;0;2.3436;21;-0.80325;1950;26;7.22222;34;16;3.31;11.7647;0.01;0;5.10999;0.66668;1.49997;2;13.3;4.332;23.084;1.12632;3.68283;2.70872;13.4485;16.5519
355;08:36:41.0;14.5098;80;0;2.3436;94;-0.07325;1693.75;20;5.55556;17;17;3.31;11.7647;0.01;0;5.10999;0.66668;1.49997;2;13.3;5.6316;17.7569;1.12632;3.68283;2.70872;15.4831;16.5519
356;08:36:42.0;14.5098;80;0;2.3436;94;-0.07325;1693.75;20;5.55556;17;17;25.68;21.1765;0.855;0;5.10999;0.66668;1.49997;2;13.3;43.6917;2.28877;8.73833;28.5725;21.0151;120.123;16.5519
357;08:36:43.0;11.3725;80;0;2.3436;94;-0.07325;1693.75;20;5.55556;17;17;25.68;21.1765;0.855;0;1.99194;1.02647;0.974213;0;13.4;43.6917;2.28877;8.73833;28.5725;21.0151;120.123;13.9607
358;08:36:44.0;11.3725;80;-16.4052;3.1248;44;-0.57325;2356.25;20;5.55556;17;17;25.68;21.1765;0.855;0;1.99194;1.02647;0.974213;0;13.4;43.6917;2.28877;8.73833;28.5725;21.0151;120.123;13.9607
359;08:36:45.0;11.3725;80;-16.4052;3.1248;44;-0.57325;2356.25;32;8.88889;38;16;9.76;21.1765;0.855;0;1.99194;1.02647;0.974213;0;13.4;10.3785;9.63533;3.32111;10.8593;7.98704;32.8177;13.9607
360;08:36:46.0;11.3725;80;-16.4052;3.1248;44;-0.57325;2356.25;32;8.88889;38;16;9.76;13.3333;0.725;0;1.97192;1.03611;0.965149;0;13.4;10.3785;9.63533;3.32111;10.8593;7.98704;32.8177;13.9607
361;08:36:47.0;3.92157;81;0;3.1248;44;-0.57325;2356.25;32;8.88889;38;16;9.76;13.3333;0.725;0;1.97192;1.03611;0.965149;2;13.1;10.3785;9.63533;3.32111;10.8593;7.98704;32.8177;14.1253
362;08:36:48.0;3.92157;81;0;-2.3436;25;-0.76325;918.75;20;5.55556;38;16;9.76;13.3333;0.725;0;1.97192;1.03611;0.965149;2;13.1;16.6056;6.02208;3.32111;10.8593;7.98704;84.1652;14.1253
363;08:36:49.0;3.92157;81;0;-2.3436;25;-0.76325;918.75;20;5.55556;25;16;4.83;12.549;0.04;0;1.97192;1.03611;0.965149;2;13.1;8.21771;12.1688;1.64354;5.37403;3.9526;41.6514;14.1253
364;08:36:50.0;3.92157;81;0;-2.3436;25;-0.76325;918.75;20;5.55556;25;16;4.83;12.549;0.04;0;2.00195;1.02052;0.979889;2;13.5;8.21771;12.1688;1.64354;5.37403;3.9526;41.6514;14.2029
365;08:36:51.0;3.52941;82;0;-2.3436;37;-0.64325;918.75;20;5.55556;25;16;4.83;12.549;0.04;0;2.00195;1.02052;0.979889;2;13.5;8.21771;12.1688;1.64354;5.37403;3.9526;41.6514;14.2029
366;08:36:52.0;3.52941;82;0;-2.3436;37;-0.64325;834.25;0;0;29;17;4.83;12.549;0.04;0;2.00195;1.02052;0.979889;2;13.5;;;1.64354;5.37403;3.9526;45.8702;14.2029
367;08:36:53.0;3.52941;82;0;-2.3436;37;-0.64325;834.25;0;0;29;17;8.44;14.902;0.125;0;1.99194;1.03067;0.970245;2;13.5;;;2.87194;9.39065;6.90682;80.1542;14.2029
368;08:36:54.0;7.45098;82;0;-2.3436;37;-0.64325;834.25;0;0;29;17;8.44;14.902;0.125;0;1.99194;1.03067;0.970245;0;13.4;;;2.87194;9.39065;6.90682;80.1542;13.9822
369;08:36:55.0;7.45098;82;-2.3436;-1.5624;87;-0.14325;1450;0;0;29;17;8.44;14.902;0.125;0;1.99194;1.03067;0.970245;0;13.4;;;2.87194;9.39065;6.90682;80.1542;13.9822
370;08:36:56.0;7.45098;82;-2.3436;-1.5624;87;-0.14325;1450;10;2.77778;22;17;25.19;19.2157;0.125;0;1.99194;1.03067;0.970245;0;13.4;85.716;1.16664;8.5716;28.0273;20.6141;137.639;13.9822
371;08:36:57.0;7.45098;82;-2.3436;-1.5624;87;-0.14325;1450;10;2.77778;22;17;25.19;19.2157;0.855;0;1.87183;1.05218;0.950409;0;13.2;85.716;1.16664;8.5716;28.0273;20.6141;137.639;13.9822
372;08:36:58.0;10.1961;82;-3.906;-1.5624;87;-0.14325;1450;10;2.77778;22;17;25.19;19.2157;0.855;0;1.87183;1.05218;0.950409;0;13.2;85.716;1.16664;8.5716;28.0273;20.6141;137.639;15.2105
373;08:36:59.0;10.1961;82;-3.906;-1.5624;30;-0.71325;2515.5;20;5.55556;41;17;25.19;19.2157;0.855;0;1.87183;1.05218;0.950409;0;13.2;42.858;2.33329;8.5716;28.0273;20.6141;79.3385;15.2105
374;08:37:00.0;10.1961;82;-3.906;-1.5624;30;-0.71325;2515.5;20;5.55556;41;17;7.27;13.7255;0.75;0;1.87183;1.05218;0.950409;0;13.2;12.3691;8.08466;2.47382;8.08886;5.94936;22.8976;15.2105
375;08:37:01.0;4.31373;82;-3.906;-1.5624;30;-0.71325;2515.5;20;5.55556;41;17;7.27;13.7255;0.75;0;2.09204;1.01543;0.984802;2;13.4;12.3691;8.08466;2.47382;8.08886;5.94936;22.8976;21.9302
376;08:37:02.0;4.31373;83;0;-2.3436;25;-0.76325;2515.5;20;5.55556;41;17;7.27;13.7255;0.75;0;2.09204;1.01543;0.984802;2;13.4;12.3691;8.08466;2.47382;8.08886;5.94936;22.8976;21.9302
377;08:37:03.0;4.31373;83;0;-2.3436;25;-0.76325;1196.75;10;2.77778;17;17;3.26;13.7255;0.75;0;2.09204;1.01543;0.984802;2;13.4;11.0931;9.01465;1.10931;3.62719;2.6678;21.5821;21.9302
